labelIds,snippet,sizeEstimate,internalDate,subject,body
IMPORTANT CATEGORY_UPDATES INBOX,"---------- Forwarded message --------- From: VI Central T&amp;P &lt;tpo@vit.edu&gt; Date: Thu, Oct 13, 2022 at 2:24 PM Subject: Fwd: Looking For Jobs In FinTech? Register Now! To: TPO - Vishwakarma",285400,2022-10-13 14:32:30.000,Looking For Jobs In FinTech? Register Now!,"---------- Forwarded message ---------
From: VI Central T&P <tpo@vit.edu>
Date: Thu, Oct 13, 2022 at 2:24 PM
Subject: Fwd: Looking For Jobs In FinTech? Register Now!
To: TPO - Vishwakarma Institute of Technology, Pune <tpo_students@vit.edu>



 Thanks and Regards,

[image: VIT]

*Karthick S B*
Professor, Department of  Computer Engineering
Dean Industry Relations,
Vishwakarma Institute of Technology
Central Training and Placement Officer
Vishwakarma Institutes, Pune
Mobile: 7385231260 Alternate No.:
Website: www.vit.edu
<https://www.linkedin.com/school/vishwakarma-institute-of-technology-pune/>
<https://twitter.com/vitpune>
<https://www.facebook.com/Vishwakarma-Institute-Of-Technology-1547575875489422/>



---------- Forwarded message ---------
From: Somya Singh [MUBC] <somya.singh@manipalglobal.com>
Date: Thu, Oct 13, 2022 at 2:13 PM
Subject: Looking For Jobs In FinTech? Register Now!
To: tpo@vit.edu <tpo@vit.edu>




[image: Background pattern Description automatically generated]
<https://us06web.zoom.us/webinar/register/WN_uvq1MFGZSsSUlKE2YoT6Bg>

*Dear Dr. Karthik Subramanian Balasubramanian,*

*131,923 FinTech Job Vacancies* in September 2022 alone. The Indian FinTech
market is growing and is estimated to hit US$ 1 Trillion Dollar, increasing
the number of job requirements.

*Manipal Global Skills Academy* is organizing a webinar about *Jobs In
FinTech: The Future Of Financial Digital Transformation* on *14th October
2022 (Friday)*, at *7 PM*.

The purpose of this webinar is to get you introduced to the world of
FinTech & the future of *Blockchain, Cryptocurrency, and AI/ML* in FinTech.
This Webinar will also give an insight into the Job Opportunities you would
have in this exciting area. We would be glad if you could join and
participate.

To save your seat, please register here
https://us06web.zoom.us/webinar/register/WN_uvq1MFGZSsSUlKE2YoT6Bg
and feel free to share it with your friends.

We hope to see you there!

Have a great rest of the day.
Team MGSA


Disclaimer

This e-mail and its attachments, if any, may contain information that is
private, confidential, proprietary, copyrighted, privileged, sensitive
personal and/or legally privileged information solely for the intended
recipient/s. You may view or download information for personal use only.
Any unauthorized access to, use, review, publish, adapt, copy, share,
distribute, reproduction, dissemination or other use of the information
contained herein is strictly prohibited. Email transmission cannot be
guaranteed to be timely, secure, error-free or virus-free. The contents do
not represent the opinion of the Company or any of its affiliates except to
the extent that it relates to its official business. If you are not the
intended recipient, kindly delete this e-mail and any attachments hereto
from your system without copying it, and notify the sender immediately by
return e-mail or telephone of your receipt hereof in error. Thank you.
"
UNREAD CATEGORY_FORUMS,"Greetings Everyone, CSI VIT Pune Student Branch is thrilled to announce its upcoming C++ workshop, which will begin on 18th January and teach you everything from scratch. Perks of C++ Workshop: Free",37986,2023-01-18 22:29:03.000,Grab your Seats for C++ Workshop before it's too late!!,"Greetings Everyone,

CSI VIT Pune Student Branch is thrilled to announce its upcoming C++
workshop, which will begin on 18th January and teach you everything from
scratch.

Perks of C++ Workshop:

   - Free Certification
   - No prior Knowledge Required
   - Hands-on implementation and guidance
   - Good and Conceptual understanding of Object Oriented Programming


What You Will Learn

   - The Fundamentals of C++
   - Write fast and powerful C++ programs, compile the source code, and
   create executable files.
   - Learn Object-Oriented Programming Design Concept in C++ Perfectly with
   Examples
   - Learn best practices and avoid pitfalls via useful Do’s and Don’ts
   - Learn C++ features that allow you to program compact and
   high-performance C++ applications

Register Now ! <https://forms.gle/VNKKozgjR8gkL7br5>
[image: Ig] <https://www.instagram.com/csi_vitpune/?hl=en> [image: In]
<https://www.linkedin.com/company/computer-society-of-india-vit-pune/mycompany/>


Our Mailing Address:
csi@vit.edu
<https://mail.google.com/mail/u/0/#inbox?compose=CllgCJTJnjNhwwrxHwPbTnGKwzqcfnMXXTnssdFlqGsgwrqbVgPJJPJTTFmWpcnJXCtjShgkjXq>
*Copyright © , All rights reserved.*

Create and share beautiful *email templates*
<https://chrome.google.com/webstore/detail/gmail-email-templates-by/llccdnmbipddnkhmldacpcjjcnljpoij>
"
IMPORTANT CATEGORY_UPDATES INBOX,"Dear VIT Students, Please go through below mail received from KPIT. It is an appealing to all students to attend the session TODAY at 2.30 pm since there is an opportunity for internship as well as",281468,2022-10-10 12:46:50.000,"URGENT and IMPORTANT Fwd: IMP | KPIT Sparkle 2023 | Finalization
 visit at Vishwakarma Institute of Technology, Pune","Dear VIT Students,

Please go through below mail received from KPIT.
It is an appealing to all students to *attend the session TODAY at 2.30 pm*
since  there is an opportunity for internship as well as placement.

Thanks.
A.S. Mitragotri
TPO,
VIT

---------- Forwarded message ---------

Date: Tue, Oct 4, 2022 at 3:37 PM
Subject: Re: IMP | KPIT Sparkle 2023 | Finalization visit at Vishwakarma
Institute of Technology, Pune
To: Omkar Zanje <Omkar.Zanje@kpit.com>
Cc: Vishal Pillai <Vishal.Pillai@kpit.com>, Sahil Joseph <
Sahil.Joseph@kpit.com>, Rutuja Mohan Chandere <Rutuja.Chandere@kpit.com>,
Ramesh Patil <Ramesh.Patil@kpit.com>, Vijay Mane <vijay.mane@vit.edu>




On Tue, Oct 4, 2022 at 3:09 PM Omkar Zanje <Omkar.Zanje@kpit.com> wrote:

> Hello Karthick sir,
>
> This is the official communication from KPIT Sparkle 2023, PFA
> regarding the purpose of conducting an online session in your institute.
> Please reply to this email with the confirmation of dates.
>
>
>
>
>
>
> Dear Prof. Karthick Subramanian Balasubramanian,
>
>
> Greetings from Team KPIT Sparkle and KPIT Technologies LTD!
>
> We are delighted to share that the 9th edition of KPIT Sparkle is live.
> And it would be great to have a prestigious college like yours to be part
> of it. We would like to visit your college and present to the student
> community the various benefits of participating in KPIT Sparkle.
>
> KIIT has been participating in this event since its inception. We look
> forward to strengthening this association by establishing a KPIT Club so
> that all our experiential learning platforms are available to students of
> your institution. (KPIT Sparkle- for Innovative products and services, KPIT
> Shodh Awards -for Ph.D. thesis)
>
> KPIT Sparkle is our CSR initiative. For the last eight years, we have
> encouraged, nurtured, and promoted students to showcase their projects at
> the highest level. We are proud to say we have had four successful startups
> from KPIT Sparkle, and 30 more in the pipeline. Participating in KPIT
> Sparkle is absolutely free. This initiative is for undergraduates to Ph.D.
> students who have an innovation that can be converted to a product or
> service.
>
> We are confident that our visit will greatly benefit your college and the
> students. We look forward to your confirmation of date and time for visit
>
> Date:- 10th Oct. 2022
>
> Time:- 11 AM
>
> A video detailing our achievements
> https://www.youtube.com/embed/tqOMIZPFaZw
> <https://apc01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.youtube.com%2Fembed%2FtqOMIZPFaZw&data=05%7C01%7COmkar.Zanje%40kpit.com%7Ceb56f7681f0c409aa9e608da8d5cb2f1%7C3539451eb46e4a26a242ff61502855c7%7C0%7C0%7C637977726728522153%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&sdata=7JAyeJPYnJa%2FTfiCpOudarC4KaIH4JXg%2B%2FszLBdvxJw%3D&reserved=0>
>
> I have attached a brochure that will give a detailed overview of KPIT
> Sparkle. Also, a Categories list with expectations that you could share
> with students.
>
> Request you to kindly respond to this email with a confirmation.
>
> Website https://sparkle.kpit.com/
>
> Register: https://sparkle.kpit.com/register
>
> Email:  kpitsparkle2023@kpit.com
>
> Regards,
>
> *Team KPIT Sparkle 2023*
>
> Copyright 2023 KPIT Technologies
> Ltd.
>
>
>
>
>
> *————————————————————————————*
> KPIT <http://www.kpit.com/> | Follow us on LinkedIn
> <http://www.kpit.com/linkedin> | *Web: *www.kpit.com
>
>
>
>
>
>
> This message contains information that may be privileged or confidential
> and is the property of the KPIT Technologies Ltd. It is intended only for
> the person to whom it is addressed. If you are not the intended recipient,
> you are not authorized to read, print, retain copy, disseminate,
> distribute, or use this message or any part thereof. If you receive this
> message in error, please notify the sender immediately and delete all
> copies of this message. KPIT Technologies Ltd. does not accept any
> liability for virus infected mails.
>
"
UNREAD CATEGORY_FORUMS TRASH,Register,21758,2023-01-19 18:26:44.000,[IMPORTANT] Deadline Extended For Utkarsh 2023 Registrations," Newsletter Title
Register <https://forms.gle/HsJdkFRzmv1kdhzp6>
"
IMPORTANT CATEGORY_UPDATES INBOX,"Dear Registered, Please go through below mail received from the company : ------------------------- Hi All, A gentle reminder on the below to have the students register on our portal. Full Time",31716,2022-03-14 18:21:30.000,"Gentle Reminder for registration on company link of J P Morgan Chase
 & Co. for 2022-23 and 2023-24 batch","Dear Registered,

Please   go through below mail received from the company :
-------------------------

Hi All,



A gentle reminder on the below to have the students register on our portal.



   - Full Time Opportunity -
   https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210245503/?utm_medium=jobshare



   - Internship Opportunity -
   https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210247021/?utm_medium=jobshare



*Please note it is mandatory for the students to register on our portal,
without which they cannot progress further in our selection process.*



*Regards,*

*Karthik*

-------------------------
All the best!
Thanks.
A.S. Mitragotri
TPO,
VIT

On Wed, Mar 9, 2022 at 2:55 PM TPO - Vishwakarma Institute of Technology,
Pune <tpo_students@vit.edu> wrote:

> Dear J P Morgan Registered,
>
> Please go through below mail received from the company and *do the
> needful*.
>
> All the best!
> Thanks.
> A.S. Mitragotri
> TPO,
> VIT
>
>
>
> ---------- Forwarded message ---------
>
> Date: Wed, Mar 9, 2022 at 2:37 PM
> Subject: IMPORTANT | JP Morgan Chase & Co. | Registration Process open for
> 2022 Software Engineer Program
>
>
>
> The registration process for the Code For Good 2022 is now open!
>
>
>
> *Please share the below registration details and the attached JD with your
> students and ask them to submit their formal application for the Software
> Engineer Program on our Careers page at the earliest. *
>
>
>
> *Please Note: The Code For Good event is the only way this year by which
> the students can apply for the Software Engineer Program (SEP) at JP Morgan
> Chase & Co. Hence, I request you to urge all eligible students to register
> themselves for the Code For Good 2022 at the earliest. *
>
>
>
> *Eligibility Criteria for registration for the Software Engineer Program:*
>
>    - *Degrees:* B.Tech./B.E./MCA
>    - 2023 Batch Pass-outs [eligible for Full-Time opportunity]
>    - 2024 Batch Pass-outs [eligible for Internship opportunity]
>    - *Streams or Specializations:* Computer Science/Information Science/
>    Information Technology/Data Science/Artificial Intelligence/Big
>    Data/IoT/Electronics/ Electrical/Electronics and Telecommunications etc.
>    - A well-rounded academic background with *minimum aggregate 7 CGPA
>    [until date] in engineering course*
>
>
>
> *Registration Links:*
>
>    - The students from the 2023 graduating batch, who are applying for
>    the Full-Time Analyst opportunity in 2023, should click here
>    <https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210245503/?utm_medium=jobshare>
>    to register themselves.
>    - The students from the 2024 graduating batch, who are applying for
>    the Internship opportunity in 2023, should click here
>    <https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210247021/?utm_medium=jobshare>
>    to register themselves.
>
>
>
> *Registration Dates:*
>
>    - *The last day for registration for students from the 2024 graduating
>    batch, who are applying for the Internship opportunity in 2023, is 16th
>    March 2022. *
>    - *The last day for registration for students from the 2023 graduating
>    batch, who are applying for the Full-Time Analyst opportunity in 2023, is
>    16th March 2022. *
>
>
>
> *Selection Process:*
>
>    - Eligible students register themselves on the JP Morgan Chase Careers
>    page as per the given deadlines [as mentioned above].
>    - All eligible students appear for an online coding test. We will
>    share further details on the online tests at a later stage.
>    - All eligible students appear for a video interview
>    - JP Morgan Chase announces the final participant shortlist for the
>    Code For Good events
>
>
>
> *Important Points to Know:*
>
>    1. Click ‘Apply Now’ and sign in with your JPMC career site username
>    and associated personal email address. In case of you have previously
>    signed up with your college email address, please edit the email address to
>    your personal one before proceeding with this application. If you do not
>    recall your password click forgot your password and follow the instructions
>    2. Complete your application. If you are currently using an ‘.edu’
>    email address please update it to a personal non ‘.edu’ email address.
>    Failure to do so could cause delays in you receiving updates regarding your
>    candidacy. You will be required to attach your resume with a Photograph on
>    the right-hand/left-hand corner [Mandatory], kindly update your prior
>    internship experience with other skills [optional].
>    3. In case your campus does not appear in the application form, please
>    select ‘other’ and mention the campus in the free text field.
>    4. Click “Submit” to officially submit your application – a
>    confirmation will be sent to the email address on your account when your
>    application has been received
>
>
> <jaishree.bagul@jpmchase.com>
>
>
>
> Thanks & Regards
>
> *Karthik Sai K* | Human Resources | *J.P. Morgan* |
>
>
>
>
> This message is confidential and subject to terms at:
> https://www.jpmorgan.com/emaildisclaimer including on confidential,
> privileged or legal entity information, malicious content and monitoring of
> electronic messages. If you are not the intended recipient, please delete
> this message and notify the sender immediately. Any unauthorized use is
> strictly prohibited.
>
"
CATEGORY_PROMOTIONS UNREAD TRASH,"Join us as we take a deep dive into the tech journey of Syment, a leading SAAS platform for property management in France. Led by new CTO Florent Blaison, with a wealth of experience in high-traffic",42124,2023-01-20 22:36:07.000,Efficiently Upgrading Infrastructure with Qovery: Syment's Success Story,"Join us as we take a deep dive into the tech journey of Syment, a leading SAAS platform for property management in France. Led by new CTO Florent Blaison, with a wealth of experience in high-traffic platforms and scalability, Syment set out to overcome the limitations of their previous infrastructure. Discover how they transitioned from a mix of manual deployment and AWS's EC2 to the flexibility and scalability of Kubernetes with Qovery. 
 [Image ""Case+Study+-+Syment.jpg""] 
 Read Their Story 
 Any questions? Feel free to ask here 🙂"
CATEGORY_UPDATES INBOX,"om.surushe20 Hello Surushe Om, Thank you for attempting the practice test. You can attempt this test multiple times. If you have any questions regarding the test environment, send an email to support@",10044,2022-08-03 16:21:20.000,Your submissions for Practice test have been received,"

































Hello Surushe Om,
Thank you for attempting the practice test. You can attempt this test multiple times.
If you have any questions regarding the test environment, send an email to support@hackerearth.com.
Thanks,
Team HackerEarth






















"
CATEGORY_UPDATES INBOX,ELP gives you a chance to get technical experience at a very early stage of your education and develop skills by working on problems first-hand. Hello Studustry&#39;s ELP is a specially designed,70911,2021-06-09 13:06:32.000,"Studustry's ELP (Experiential Learning Program) - Gain valuable
 experience & rewards by enrolling","b""ELP gives you a chance to get technical experience at a very early stage of your education and develop skills by working on problems first-hand.\r\n\r\nHello \r\n\r\nStudustry's ELP is a specially designed program for you to get introduced to research and develop real world skills like problem solving, critical thinking, time management and much more.\r\n\r\nAs promised, we are sharing the link for all the ELP batches that are open for registration currently. Please click on the button below to take a look and enroll into one of them.\r\n\r\nWe promise, it will be an amazing experience for you and you will add a lot of valuable things to your skillset.\r\n\r\nELP Batches Available ( https://airtable.com/shrWuL1P0HCnT3o6Q/tblzo4uC3e4oWP7zZ )\r\n\r\nIn today's education landscape, it is very important to add real project experience to your resume along with the coursework that you complete in college.\r\n\r\nIt's a special program to introduce young talent to research and have them interact with other students and learn by solving real world problems.\r\n\r\nYou will be part of a cohort of 15-30 students each working on their own research. You will also get to interact with industry professionals, get feedback and rating and learn along with your peers.\r\n\r\nRewards -\r\n\r\n* Receive feedback from industry professionals and showcase your work\r\n* Receive a Certificate of participation and LoR\r\n* Rewards\xa0up to Rs. 1500 to students who do well\r\n* Weekly thought-provoking sessions online\r\n\r\nWho should you participate?\r\n\r\n* Students who wish to explore a new way of learning which is not governed by exams and assignments\r\n* Students who are willing to give 5-6 hrs in a week to work on the project\r\n* Students who wish to have purposeful interaction with peers and \xa0professionals\r\n\r\nPlease do let us if you have any more questions about this \xa0and I will do my best to get them resolved.\r\nDon't wait! Sign-up now!\r\n\r\nELP Topics Available ( https://airtable.com/shrWuL1P0HCnT3o6Q/tblzo4uC3e4oWP7zZ )\r\n\r\nDon't wait! Enroll ASAP as we have limited seats for each batch.\r\n\r\nIf you are already a part of a current ELP batch, use this email to show interest in participating in future ELP batches.\r\n\r\nWe are adding new batches every week, so keep visiting this link regularly to check out where you can participate next.\r\n\r\nUpgrade yourself! ( https://airtable.com/shrWuL1P0HCnT3o6Q/tblzo4uC3e4oWP7zZ )\r\n\r\nUse this link ( https://api.whatsapp.com/send?phone=919175188287 ) if you would like to ask questions about the project.\r\nStudustry is a startup based in Pune & Aurangabad bringing the concept of project based learning to colleges in India. Look for our LinkedIn page to learn more about us.\r\n\r\n( https://www.facebook.com/studustry/ ) ( https://twitter.com/studustry?lang=en ) ( https://www.instagram.com/studustry/?hl=en ) ( https://www.linkedin.com/company/studustry/ )\r\n\r\nVenugopal\r\n\r\nPaithan Road Itkheda , Aurangabad ,  431001\r\n\r\nUnsubscribe ( http://url4692.studustry.com/asm/unsubscribe/?user_id=18854668&data=vNgbEgOxJDdb5TFfUDLMVWhcWjGjUH4RaoWkOtZx8zz-Xv3Qh4ibob-c3kdtari5rMtLDv6eYbdmqKOza8jovJavgv_0QCbPkYQa538h6e5l_PGSGy2Ww5USearsbo7nh9dG8hPCckcE_VU3t5Lnbx9p-7YUKVfkptN_3bqnrm60XlfrLPpxyxosJfJ4HPyaffEfOyTBaU4uYFfsqVxPRzjSoKhdpHSp905jmUzXXOd-oVJoif7fpSW3Qij5NcQTPymXiKAYOj09WJG2-Ah5-_jUA7qOE_grAC6Y6Dqxh2-DugB2yUj_287mAcNi_cZbBINM7rbH72quCcJh98ee9qWEnTkkKlPWI-WYrFEP9meYvAGEIIoT4y3_o2e6AqRg-hqqpWa6eVTWgbpE8jjCeOuXymlOgRdi5c2m00DxpPSv1s4lgi0KYJH7MlcjjxflVgD9U6zKXQTig2sbJ3x6pMm2-De4nmodKlbY7Ut7wZBduDU9_1XD0GxCwZ_8KcI6-uzUo3zuIkofEucoGmatDUlRoIHSFTqRFgMHHiguLt6Em7MIiyl3qVhZZ1CWlBjFpg5OLy_vrsSY_ojKhvb4ktfAi89oQzhnDimv9ZKMQD_yhpKTqVjwj3NHq5Odn9c4ERA-yun5B1H59Mhi_FdUBipTnNcSNxBK_V_6QC-2gluG4UsxNu2mXZEkLxKAd2Oxdnv1a_bV9Oy1JrMHrlGIirkmXByLtA3y9YbQLWMrHzpdhWJkTJh0lA9ndTnYM2eTmA7cgxSmL3OJ7DRkDT9bxoZ4CEKGMXv8m6_yX7Ei7kvs_zVO1H8yMz6KY5H_8MLn-8MrxIeD9n-v1YcttEo76z7J0KWJkE2gJNlYwJFd790ChQ-7xQb3GsjO2wfnoDwSTTWGO2BixwVZn4Ucv-yVOkLPDUaVAvuyJ0uUhIeYZG6PwpAmij64jLKCoOmYxJoI0u_TL9aXJZ1HJnqaWx1-rhLv6tVukokULz5dKf7OixebDSaEIFI2IxDd9Sa3JAv24cuJhwgDtADC_XTZR_-bOy9HYTEoXRMWlZU200KeJlmHZXY7o8fmcwB4pSo9cYlqdWs8KEQ674br-SXravj-YprXGUBO-9joREbxSP4bCtsi94Rydd3YxgbdboWdvZBmJmiZhdOo-qaYwhkJmM-SNw== )"""
IMPORTANT CATEGORY_FORUMS INBOX,"Enclosed herewith, please find notice for Backlog Registration for SEM II AY 2022-23. -- Thanking You, With regards, Students&#39; Section Vishwakarma Institute of Technology, Pune-37 Phone - 020 -",45549,2023-01-06 11:31:20.000,Backlog Registration,"Enclosed herewith, please find notice for Backlog Registration for SEM II
AY 2022-23.

*-- *


*Thanking You,With regards,*

*Students' Section*
V*ishwakarma Institute of Technology,* Pune-37
*Phone - 020 - 24202252*
"
IMPORTANT CATEGORY_UPDATES INBOX,"Dear students, An important meeting is scheduled for students of TY COMP, TY IT , TY AI&amp;DS as below: Day and Date : Thursday , 19th Jan 2023 Time : 4 pm (please be present in Sharad arena at 3.50",13224,2023-01-18 15:11:46.000,Important Meeting on 19th Jan 2023 : batch 2024,"Dear students,
An important meeting is scheduled for students of TY COMP, TY IT , TY
AI&DS as below:

Day and Date : *Thursday , 19th Jan 2023 *
Time : *4 pm* (please be present in Sharad arena at 3.50 pm)
Venue  : *Sharad Arena *

*Agenda : *
1) TPO policies :
2) Mindtree talk 1 hour : Topic: 'Traits for professional success'
"
IMPORTANT CATEGORY_FORUMS INBOX,"Reminder-II (last call) Hello all, Due to Google space policy restrictions, the Institute is providing 10GB of web space to each student. Students consuming more than 10GB of web space (including drive",12456,2022-12-10 12:11:48.000,Reduce your web space less than 10GB,"Reminder-II (last call)

Hello all,

Due to Google space policy restrictions, the Institute is providing 10GB of
web space to each student.

Students consuming more than 10GB of web space (including drive, mails
etc.) have to minimize their space.

Keep a note that , those students are not following these norms, their
email IDs will be deleted on 16th December 2022.

So, hurry and start to minimize your web space.

Regards.
-------------
Rakhi Joshi
System Analyst II
Vishwakarma Institute of Technology, Pune
"
IMPORTANT CATEGORY_UPDATES INBOX,"Dear Participant, Welcome aboard, we are happy to have you as one of the participants of IBM Hack Challenge 2022 powered by SmartInternz, in collaboration with IBM Global University Programs &amp;",13349,2022-08-25 19:13:37.000,Welcome to IBM Hack Challenge 2022!,"Dear Participant,

 Welcome aboard, we are happy to have you as one of the participants of IBM
Hack Challenge 2022 powered by SmartInternz, in collaboration with IBM
Global University Programs & AICTE.



 Here are the instructions to register and start your journey


 Step -1: Create IBM SkillsBuild and IBM Cloud Accounts

 You need to mandatorily create IBM SkillsBuild and IBM Cloud accounts by
using your institutional email ID (e.g. student@uit.in or students@uit.edu
etc.)

 Click Here for steps to create your IBM SkillsBuild and Cloud Accounts.

 If you don’t have an institutional email ID, Click Here to fill a form
and request for SmatInternz email ID, that you can then use to create IBM
SkillsBuild and Cloud Accounts.




 Step-2: Complete the Courses and Upload Your Skill Badges.
 You need to mandatorily complete the courses mentioned in the ‘Courses’
section and upload the skill badge verifiable link in the git repo provided
in the project workspace.


 Step-3: Attend the Technical Bootcamp.
 Attend the bootcamp to gain hands-on experience with Red Hat OpenShift, IBM
Cloud, AI Services, IBM Watson Studio, Cognos Analytics, AutoAI. Utilize
this learning in developing your solutions.


 Step-4: Enroll & Submit your Proposed Solution for Approval
 Register for any problem statement as a team or as an individual (min team
size 1, max 4). Submit your proposed solution in a pre-defined format for
approval.
 Once your solution is approved, you would need to assign the work among
your teammates (if you’re working in a team) /to yourself (if you’re
working individually). Mentor support will be provided when you are stuck.
Get started and develop your solution.
 Note: Ensure that your team members are all individually registered for the
event.



 Click Here to join our Telegram group, to get in touch with us for any
queries you encounter while completing the steps.




 Regards,&nbsp;Team SmartInternz&nbsp;SmartInternz

"
CATEGORY_UPDATES INBOX,"🔱 &#39;Success is the sum of small efforts&#39; 🔱 DSC would like to present to you it&#39;s heartiest congratulations on your successful participation in The GIT &amp; GITHUB Event !! 🖥 As promised,",9229925,2021-10-06 11:33:00.000,=?UTF-8?B?R2l0IFJlc291cmNlcyBhcmUgSGVyZSBGb3IgWU9VICEhISDwn46K?=,"[image: Coloured_with_White_BG-removebg-preview.png]
🔱 ‘Success is the sum of small efforts’ 🔱

DSC would like to present to you it’s heartiest congratulations on your
successful participation in

*The GIT & GITHUB Event* !! 🖥

As promised, the resources and study materials are attached below. We would
like to thank our instructors *(mentioned below)* for their profound
efforts and making this session dynamic and also contributing to preparing
the learning materials!


   1. Soham Sattigeri.
   2. Nayan Bari.
   3. Akshay Tatikondalwar.
   4. Deven Badane.
   5. Ajay Khandge.
   6. Amged Almogahed.


Now that DSC has presented you with this head start,

*All the best for your first open-source contribution at Hacktoberfest this
year! *💯


*Do follow us for more updates on:*


   - *Youtube - https://m.youtube.com/channel/UC_oxU7H7k8c0MmauAr9Jh3A
   <https://m.youtube.com/channel/UC_oxU7H7k8c0MmauAr9Jh3A>*
   - *Twitter - https://twitter.com/dscvitpune?s=09
   <https://twitter.com/dscvitpune?s=09>*
   - *Facebook - https://m.facebook.com/dscvitpune/
   <https://m.facebook.com/dscvitpune/>*
   - *Instagram - http://instagram.com/dscvitpune
   <http://instagram.com/dscvitpune>*
   - *Linkedin - https://in.linkedin.com/company/dscvitpune
   <https://in.linkedin.com/company/dscvitpune>*


*For further queries, contact:*

📞 *Sarvesh Patil : +91 92227 92220*

📞 *Ashwini Nagare : +91 93070 29296*



-- 
Regards
DSC Team
Vishwakarma Institute of Technology,
Bibwewadi, Pune, Maharashtra, India



https://bit.ly/HacktoberFestResources
"
IMPORTANT TRASH CATEGORY_UPDATES,Hello There! Welcome to the Starhacks Community! Thank you for registering for the Tech For Good Hackathon Powered by NetScout on Jan 21! Read this completely to know more about prizes by completing,16117,2022-12-23 20:47:06.000,Join discord and win exciting prizes by attending our QUESTATHON!!,"Hello There!

Welcome to the Starhacks Community! Thank you for registering for the Tech
For Good Hackathon Powered by NetScout on Jan 21! Read this completely to
know more about prizes by completing quizzes.



We are very excited to have you at the event. Please find below the key -
pointers for your Hackathon Journey and make sure to keep a lookout on your
email for updates as we get closer to the event!



Cybersecurity Event: Jan 20th - 10 AM IST

Women in Tech Panel: Jan 20th - 11 AM IST

Hackathon Date: Jan 21st - 10 AM IST - Jan 22nd - 8 AM IST

Review Pitch & Award Deliberation: Week of Jan 23rd





What’s Next? QUESTATHON

A Questathon is a set of questions that would be posted until Jan 21. Every
week on Friday at 8PM IST, a Google form will be sent (on discord under the
channel name:- ) which will have a set of questions. The person who answers
correctly as well as timely will receive a Gift card worth hundreds from
the Team SSF. Here are the important Date and time to note.

24.12.2022 - Saturday - 8.00PM IST

30.12.2022 - Friday - 8.00PM IST

6.1.2023 - Friday - 8.00PM IST

13.1.2023 - Friday - 8.00PM IST

20.1.2023 - Friday - 8.00PM IST

Join our discord server now :  https://discord.gg/GDBS8426ba

Join our Jan 21 Netscout Tech for Good Hackathon whatsapp group now:

https://chat.whatsapp.com/CpmF9TC4DmkDqHk6fq1VJk

Thank you 😊
"
IMPORTANT CATEGORY_FORUMS INBOX,"Hello all, Due to Google space policy restrictions, the Institute is providing 10GB of web space to each student. Students consuming more than 10GB of web space (including drive, mails etc.) have to",12380,2022-12-02 12:06:39.000,Reduce your web space less than 10GB,"Hello all,

Due to Google space policy restrictions, the Institute is providing 10GB of
web space to each student.

Students consuming more than 10GB of web space (including drive, mails
etc.) have to minimize their space.

Keep a note that , those students are not following these norms, their
email IDs will be deleted on 16th December 2022.

So, hurry and start to minimize your web space.

Regards.
-------------
Rakhi Joshi
System Analyst II
Vishwakarma Institute of Technology, Pune
"
